0.061249297,-0.930009286,-0.542845349,0.595589832,-0.622880396,0.167999827,-0.165658927,-0.864205579,0.285840824,0.024027729,0.757902392,-1.187490765,-1.776264435,0.014865045,-1.078135541,0.716212115,-0.603194704,-2.024843902,-0.131365026,-0.154844205,very not sure
1.18415901,-1.948010739,-1.558068784,-0.423908646,1.233414993,1.247769908,-1.032228776,2.676738366,1.143924815,0.260503754,-1.440102734,1.066192601,0.987619331,-1.592031684,3.075542618,-0.88885459,-0.673458432,4.348590908,0.279718246,-0.225615665,very not sure
-0.022960141,0.069506826,0.281124415,-0.337872261,0.769486291,0.85735036,-0.183917439,-0.193654859,0.183040189,-0.892859813,-0.310153147,0.580141583,1.890644074,-1.070656673,2.097057312,1.793683691,0.728073051,0.328795408,0.771660858,-0.287771311,very not sure
0.062456816,0.258843379,-0.348505008,0.223793362,0.17601403,-0.103201823,-0.65767989,-0.26764846,-0.489163119,0.111623043,0.201575011,-0.173810784,-0.696791901,1.433778417,-0.444503559,-0.568752337,-1.595554251,-0.684608321,-0.845599319,-0.26023964,very not sure
-0.022960141,0.069506826,0.281124415,-0.337872261,0.769486291,0.85735036,-0.183917439,-0.193654859,0.183040189,-0.892859813,-0.310153147,0.580141583,1.890644074,-1.070656673,2.097057312,1.793683691,0.728073051,0.328795408,0.771660858,-0.287771311,very not sure
0.030026776,-0.705561186,-0.249163051,0.293180862,-0.302808865,0.39846435,-0.71061009,-0.217784024,0.308791163,-0.012462986,0.774381036,-1.248882907,-0.85751148,0.431649498,-1.231717201,0.451152694,-1.12098357,-1.078213111,0.200623912,-0.349063372,very not sure
-0.022960141,0.069506826,0.281124415,-0.337872261,0.769486291,0.85735036,-0.183917439,-0.193654859,0.183040189,-0.892859813,-0.310153147,0.580141583,1.890644074,-1.070656673,2.097057312,1.793683691,0.728073051,0.328795408,0.771660858,-0.287771311,very not sure
-0.653195232,0.865800286,-0.424021733,0.393890324,-0.141137208,-0.714709237,0.639122059,-0.334476273,-0.533371047,-0.485850791,-1.16366491,1.005760875,-0.389187023,0.267298638,1.418723967,-0.492446948,-0.249398207,0.650090538,-1.208337752,-1.728260785,very not sure
-0.003966458,0.085726009,0.248060787,-0.190930884,0.021789741,0.358085873,0.184300534,0.007568725,0.156188669,-0.265381696,-0.010991367,0.143044532,-0.038311092,-0.39126734,0.340573277,1.060819073,0.454096719,0.242713441,0.594188223,0.357491976,very not sure
-0.235992314,-0.837419205,-0.293636098,0.423364087,-0.510335682,-0.16925081,-0.200328557,-0.55782256,1.797931267,0.139316444,-1.312889338,-1.135748357,-1.443362565,-0.890843788,1.054250441,-1.704498582,-1.157453121,-0.238504809,1.774716036,-0.532276047,very not sure
